Id,Date,Primary Type,Location Description,Arrest,District,Year,Updated On,Latitude,Longitude,Location
36,05-03-2016 21:00,THEFT,STREET,FALSE,9,2016,05-10-2016 15:56,41.83185793,-87.64491566,"(41.831857932, -87.64491566)"
37,05-03-2016 17:00,THEFT,RESIDENCE,FALSE,24,2016,05-10-2016 15:56,41.99615508,-87.67345707,"(41.996155077, -87.673457065)"
38,05-03-2016 10:00,THEFT,OTHER,FALSE,18,2016,05-10-2016 15:56,41.90025005,-87.62727361,"(41.900250049, -87.627273613)"
39,05-03-2016 02:05,THEFT,BAR OR TAVERN,FALSE,19,2016,05-10-2016 15:56,41.94495301,-87.64941621,"(41.944953005, -87.649416212)"
40,05-03-2016 19:00,THEFT,ATHLETIC CLUB,FALSE,19,2016,05-10-2016 15:56,41.93358238,-87.64551708,"(41.933582379, -87.645517082)"
41,05-03-2016 20:00,THEFT,STREET,FALSE,14,2016,05-10-2016 15:56,41.90711883,-87.67868029,"(41.907118834, -87.678680286)"
42,05-03-2016 16:30,THEFT,APARTMENT,FALSE,3,2016,05-10-2016 15:56,41.77270119,-87.58506036,"(41.772701185, -87.585060362)"
43,05-03-2016 13:00,THEFT,SMALL RETAIL STORE,FALSE,17,2016,05-10-2016 15:56,41.96119177,-87.70736456,"(41.96119177, -87.707364558)"
44,05-03-2016 17:00,THEFT,APARTMENT,FALSE,19,2016,05-10-2016 15:56,41.945916,-87.65307443,"(41.945916003, -87.653074432)"
45,05-03-2016 14:00,THEFT,DRUG STORE,FALSE,12,2016,05-10-2016 15:56,41.88098896,-87.70485404,"(41.880988964, -87.704854042)"
46,05-03-2016 18:00,THEFT,OTHER,FALSE,24,2016,05-10-2016 15:56,41.99345733,-87.65831807,"(41.993457327, -87.658318065)"
47,05-03-2016 22:00,THEFT,STREET,FALSE,2,2016,05-10-2016 15:56,41.78653906,-87.62063552,"(41.786539062, -87.620635522)"
48,05-03-2016 16:00,THEFT,STREET,FALSE,4,2016,05-10-2016 15:56,41.75273668,-87.59187063,"(41.752736679, -87.591870628)"
49,05-03-2016 12:00,THEFT,RESIDENCE-GARAGE,FALSE,8,2016,05-10-2016 15:56,41.76474177,-87.67981809,"(41.764741768, -87.679818093)"
50,05-04-2016 08:00,THEFT,STREET,FALSE,6,2016,05-11-2016 15:50,41.74792601,-87.6633736,"(41.74792601, -87.663373604)"
51,05-03-2016 13:00,THEFT,PARK PROPERTY,FALSE,4,2016,05-10-2016 15:56,41.74628779,-87.56516873,"(41.746287787, -87.565168726)"
52,05-02-2016 08:30,THEFT,HOTEL/MOTEL,FALSE,18,2016,05-11-2016 15:48,41.89083129,-87.63031551,"(41.890831286, -87.63031551)"
53,05-03-2016 12:25,THEFT,RESTAURANT,FALSE,1,2016,05-11-2016 15:48,41.8807081,-87.62991973,"(41.880708104, -87.629919733)"
54,05-04-2016 01:10,THEFT,STREET,FALSE,7,2016,05-11-2016 15:50,41.76971165,-87.66880695,"(41.769711651, -87.668806946)"
55,05-04-2016 00:30,THEFT,SIDEWALK,FALSE,1,2016,05-11-2016 15:50,41.87527257,-87.62425131,"(41.875272573, -87.624251314)"
56,05-04-2016 05:40,THEFT,STREET,FALSE,3,2016,05-11-2016 15:50,41.77632263,-87.60583838,"(41.776322631, -87.605838376)"
57,05-04-2016 02:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,11,2016,05-11-2016 15:50,41.89972579,-87.71889305,"(41.899725792, -87.71889305)"
58,05-04-2016 07:49,THEFT,HOTEL/MOTEL,FALSE,16,2016,05-11-2016 15:50,41.98105183,-87.83965884,"(41.981051826, -87.839658835)"
59,05-04-2016 06:20,THEFT,STREET,FALSE,7,2016,05-11-2016 15:50,41.77184205,-87.65672412,"(41.771842053, -87.656724119)"
60,05-04-2016 00:30,THEFT,DRUG STORE,TRUE,18,2016,05-11-2016 15:50,41.90347807,-87.6314331,"(41.903478069, -87.631433102)"
61,05-04-2016 10:00,THEFT,OTHER,FALSE,4,2016,05-11-2016 15:50,41.71457649,-87.56218047,"(41.714576492, -87.562180472)"
62,05-04-2016 05:25,THEFT,STREET,FALSE,8,2016,05-11-2016 15:50,41.79651187,-87.74041325,"(41.796511869, -87.740413251)"
63,05-04-2016 10:00,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,18,2016,05-11-2016 15:50,41.8899369,-87.63756411,"(41.889936903, -87.637564113)"
64,05-04-2016 10:30,THEFT,OTHER,FALSE,1,2016,05-11-2016 15:50,41.88177008,-87.63530987,"(41.881770084, -87.635309866)"
65,05-04-2016 11:15,THEFT,GROCERY FOOD STORE,FALSE,16,2016,05-11-2016 15:50,41.96672861,-87.76744511,"(41.966728607, -87.767445112)"
66,05-04-2016 11:00,THEFT,DRUG STORE,FALSE,19,2016,05-11-2016 15:50,41.93743245,-87.64918049,"(41.93743245, -87.649180491)"
67,05-04-2016 10:30,THEFT,APARTMENT,TRUE,4,2016,05-11-2016 15:50,41.75332296,-87.58410173,"(41.753322958, -87.584101734)"
68,05-04-2016 11:00,THEFT,STREET,FALSE,11,2016,05-11-2016 15:50,41.88071404,-87.72670591,"(41.880714044, -87.726705906)"
69,05-04-2016 12:30,THEFT,SIDEWALK,FALSE,6,2016,05-11-2016 15:50,41.73897822,-87.66314418,"(41.738978222, -87.663144179)"
70,05-04-2016 14:13,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,9,2016,05-11-2016 15:50,41.80922913,-87.70034366,"(41.809229134, -87.700343659)"
71,05-04-2016 14:15,THEFT,ALLEY,FALSE,24,2016,05-11-2016 15:50,42.00063554,-87.6704602,"(42.000635537, -87.670460204)"
72,05-04-2016 07:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,7,2016,05-11-2016 15:50,41.79139429,-87.65844739,"(41.791394287, -87.658447393)"
73,05-04-2016 12:00,THEFT,RESIDENCE,FALSE,3,2016,05-11-2016 15:50,41.75846171,-87.61220124,"(41.758461712, -87.612201241)"
74,05-04-2016 11:50,THEFT,RESTAURANT,FALSE,1,2016,05-11-2016 15:50,41.8810399,-87.64116754,"(41.881039896, -87.641167536)"
75,05-04-2016 14:30,THEFT,APARTMENT,FALSE,10,2016,05-11-2016 15:50,41.83972099,-87.72320693,"(41.839720992, -87.723206926)"
76,05-04-2016 15:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,4,2016,05-11-2016 15:50,41.68957883,-87.53648808,"(41.689578825, -87.536488075)"
77,05-04-2016 14:30,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,1,2016,05-11-2016 15:50,41.85982927,-87.63026974,"(41.859829267, -87.630269741)"
78,05-04-2016 15:30,THEFT,DEPARTMENT STORE,TRUE,6,2016,05-11-2016 15:50,41.75664045,-87.66359084,"(41.756640447, -87.663590843)"
79,05-04-2016 16:00,THEFT,STREET,FALSE,12,2016,05-11-2016 15:50,41.89011713,-87.64515722,"(41.890117125, -87.645157222)"
80,05-04-2016 00:15,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,17,2016,05-11-2016 15:50,41.95608128,-87.72768654,"(41.956081284, -87.727686535)"
81,05-04-2016 07:30,THEFT,STREET,FALSE,9,2016,05-11-2016 15:50,41.84491178,-87.65032856,"(41.844911779, -87.650328563)"
82,05-04-2016 15:28,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,7,2016,05-11-2016 15:50,41.7690705,-87.62666845,"(41.769070498, -87.626668445)"
83,05-04-2016 07:20,THEFT,HOTEL/MOTEL,FALSE,1,2016,05-11-2016 15:50,41.84557767,-87.62747503,"(41.845577671, -87.627475027)"
84,05-04-2016 17:15,THEFT,STREET,FALSE,18,2016,05-11-2016 15:50,41.90450514,-87.64059087,"(41.904505139, -87.640590874)"
85,05-04-2016 17:00,THEFT,DEPARTMENT STORE,TRUE,12,2016,05-11-2016 15:50,41.87782218,-87.65518141,"(41.877822179, -87.655181405)"
86,05-04-2016 16:44,THEFT,SMALL RETAIL STORE,TRUE,8,2016,05-11-2016 15:50,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
87,05-04-2016 17:00,THEFT,SMALL RETAIL STORE,TRUE,8,2016,05-11-2016 15:50,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
88,05-04-2016 16:35,THEFT,SMALL RETAIL STORE,TRUE,25,2016,05-11-2016 15:50,41.92367262,-87.78630161,"(41.923672617, -87.786301606)"
89,05-04-2016 15:30,THEFT,ATHLETIC CLUB,FALSE,2,2016,05-11-2016 15:50,41.80048316,-87.58741453,"(41.800483161, -87.587414531)"
90,05-04-2016 18:00,THEFT,CONVENIENCE STORE,FALSE,4,2016,05-11-2016 15:50,41.75152734,-87.58229024,"(41.751527336, -87.582290243)"
91,05-04-2016 17:20,THEFT,GROCERY FOOD STORE,FALSE,12,2016,05-11-2016 15:50,41.87782218,-87.65518141,"(41.877822179, -87.655181405)"
92,05-04-2016 15:24,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,18,2016,05-11-2016 15:50,41.89169066,-87.62636155,"(41.891690656, -87.626361552)"
93,05-04-2016 17:20,THEFT,ATHLETIC CLUB,FALSE,2,2016,05-11-2016 15:50,41.80048316,-87.58741453,"(41.800483161, -87.587414531)"
94,05-04-2016 16:00,THEFT,SMALL RETAIL STORE,TRUE,18,2016,05-11-2016 15:50,41.89876792,-87.62411633,"(41.898767916, -87.624116333)"
95,05-04-2016 16:40,THEFT,RESTAURANT,FALSE,1,2016,05-11-2016 15:50,41.88519172,-87.62448685,"(41.885191719, -87.624486846)"
96,05-04-2016 17:53,THEFT,DEPARTMENT STORE,TRUE,18,2016,05-11-2016 15:50,41.89789513,-87.62409661,"(41.897895128, -87.624096605)"
97,05-04-2016 08:30,THEFT,STREET,FALSE,10,2016,05-11-2016 15:50,41.85279319,-87.71625185,"(41.852793186, -87.716251849)"
98,05-04-2016 17:30,THEFT,SMALL RETAIL STORE,FALSE,1,2016,05-11-2016 15:50,41.8628591,-87.62405075,"(41.862859101, -87.624050746)"
99,05-04-2016 16:50,THEFT,GROCERY FOOD STORE,FALSE,15,2016,05-11-2016 15:50,41.89491667,-87.75730673,"(41.894916666, -87.757306728)"
100,05-04-2016 18:15,THEFT,STREET,FALSE,12,2016,05-11-2016 15:50,41.89171014,-87.64584162,"(41.891710139, -87.645841619)"
101,05-04-2016 19:23,THEFT,DEPARTMENT STORE,TRUE,8,2016,05-11-2016 15:50,41.80169033,-87.70379207,"(41.80169033, -87.703792065)"
102,05-04-2016 20:20,THEFT,SMALL RETAIL STORE,TRUE,6,2016,05-11-2016 15:50,41.75089655,-87.62781331,"(41.75089655, -87.627813307)"
103,05-04-2016 21:46,THEFT,GROCERY FOOD STORE,TRUE,17,2016,05-11-2016 15:50,41.97551745,-87.72956922,"(41.97551745, -87.729569215)"
104,05-04-2016 17:00,THEFT,STREET,FALSE,9,2016,05-11-2016 15:50,41.83941298,-87.63900344,"(41.83941298, -87.63900344)"
105,05-04-2016 16:30,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,1,2016,05-11-2016 15:50,41.86789576,-87.64221251,"(41.86789576, -87.642212505)"
106,05-04-2016 20:30,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.91879793,-87.67765705,"(41.918797929, -87.677657048)"
107,05-04-2016 21:15,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,25,2016,05-11-2016 15:50,41.9121496,-87.736181,"(41.912149595, -87.736181)"
108,05-04-2016 06:30,THEFT,GROCERY FOOD STORE,FALSE,19,2016,05-11-2016 15:50,41.93281253,-87.64435667,"(41.932812529, -87.644356668)"
109,05-04-2016 20:30,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,16,2016,05-11-2016 15:50,41.97852489,-87.83658904,"(41.97852489, -87.836589041)"
110,05-04-2016 00:45,THEFT,STREET,FALSE,6,2016,05-11-2016 15:50,41.75420459,-87.64933404,"(41.754204588, -87.649334036)"
111,05-04-2016 19:00,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.91142356,-87.69804912,"(41.911423557, -87.698049121)"
112,05-04-2016 21:00,THEFT,STREET,FALSE,19,2016,05-11-2016 15:50,41.92977684,-87.65254035,"(41.929776841, -87.652540347)"
113,05-04-2016 19:30,THEFT,RESIDENCE,FALSE,9,2016,05-11-2016 15:50,41.80017952,-87.70252689,"(41.800179521, -87.702526886)"
114,05-04-2016 22:30,THEFT,STREET,FALSE,12,2016,05-11-2016 15:50,41.88309007,-87.68008974,"(41.883090072, -87.680089738)"
115,05-04-2016 10:00,THEFT,OTHER,FALSE,5,2016,05-11-2016 15:50,41.71424746,-87.61516064,"(41.714247463, -87.615160636)"
116,05-04-2016 19:30,THEFT,STREET,FALSE,2,2016,05-11-2016 15:50,41.83660077,-87.61677038,"(41.836600771, -87.61677038)"
117,05-04-2016 22:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,24,2016,05-11-2016 15:50,41.99123349,-87.69212098,"(41.991233486, -87.692120975)"
118,05-04-2016 10:00,THEFT,OTHER,FALSE,1,2016,05-11-2016 15:50,41.85102174,-87.61895485,"(41.85102174, -87.618954852)"
119,05-04-2016 21:00,THEFT,STREET,FALSE,3,2016,05-11-2016 15:50,41.77071568,-87.57397595,"(41.770715684, -87.573975953)"
120,05-04-2016 22:00,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.91696854,-87.67879641,"(41.916968541, -87.678796407)"
121,05-04-2016 17:30,THEFT,STREET,FALSE,8,2016,05-11-2016 15:50,41.76927362,-87.68581328,"(41.769273621, -87.685813278)"
122,05-04-2016 14:00,THEFT,VEHICLE NON-COMMERCIAL,FALSE,1,2016,05-11-2016 15:50,41.865425,-87.62139377,"(41.865425001, -87.621393773)"
123,05-04-2016 21:30,THEFT,APARTMENT,FALSE,18,2016,05-11-2016 15:50,41.90252292,-87.63140683,"(41.902522915, -87.63140683)"
124,05-04-2016 08:00,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.90364414,-87.69073896,"(41.903644142, -87.690738955)"
125,05-04-2016 19:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,11,2016,05-11-2016 15:50,41.89702232,-87.73703819,"(41.897022323, -87.737038193)"
126,05-04-2016 21:00,THEFT,RESIDENCE,FALSE,8,2016,05-11-2016 15:50,41.77689887,-87.67979367,"(41.776898868, -87.679793673)"
127,05-04-2016 19:00,THEFT,STREET,FALSE,10,2016,05-11-2016 15:50,41.84845848,-87.68169375,"(41.84845848, -87.681693754)"
128,05-04-2016 16:00,THEFT,GAS STATION,FALSE,7,2016,05-11-2016 15:50,41.7799602,-87.63209978,"(41.779960201, -87.632099778)"
129,05-04-2016 22:00,THEFT,STREET,FALSE,8,2016,05-11-2016 15:50,41.79978346,-87.74906042,"(41.799783459, -87.749060415)"
130,05-04-2016 21:00,THEFT,APARTMENT,FALSE,3,2016,05-11-2016 15:50,41.77261505,-87.5740232,"(41.772615046, -87.574023204)"
131,05-04-2016 15:00,THEFT,VACANT LOT/LAND,FALSE,5,2016,05-11-2016 15:50,41.70835566,-87.6307397,"(41.70835566, -87.630739698)"
132,05-04-2016 20:00,THEFT,STREET,FALSE,16,2016,05-11-2016 15:50,41.97445955,-87.78221545,"(41.974459549, -87.782215451)"
133,05-04-2016 22:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,19,2016,05-11-2016 15:50,41.9356942,-87.65639159,"(41.935694195, -87.656391587)"
134,05-04-2016 19:40,THEFT,DEPARTMENT STORE,FALSE,18,2016,05-11-2016 15:50,41.91053375,-87.65383232,"(41.910533752, -87.653832316)"
135,05-04-2016 18:00,THEFT,APARTMENT,FALSE,18,2016,05-11-2016 15:50,41.92323941,-87.64140611,"(41.923239408, -87.64140611)"
136,05-04-2016 20:30,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.91550919,-87.71301005,"(41.915509189, -87.713010048)"
137,05-04-2016 18:30,THEFT,STREET,FALSE,12,2016,05-11-2016 15:50,41.88710051,-87.68658592,"(41.887100506, -87.68658592)"
138,05-04-2016 21:00,THEFT,DRIVEWAY - RESIDENTIAL,FALSE,8,2016,05-11-2016 15:50,41.77460423,-87.70180238,"(41.774604234, -87.701802378)"
139,05-04-2016 18:00,THEFT,STREET,FALSE,12,2016,05-11-2016 15:50,41.88039587,-87.65279303,"(41.880395873, -87.652793028)"
140,05-04-2016 16:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,7,2016,05-11-2016 15:50,41.77333227,-87.66281967,"(41.773332267, -87.662819668)"
141,05-04-2016 08:00,THEFT,APARTMENT,FALSE,4,2016,05-11-2016 15:50,41.75313973,-87.56262426,"(41.75313973, -87.562624263)"
142,05-04-2016 21:00,THEFT,RESIDENCE,FALSE,8,2016,05-11-2016 15:50,41.77845723,-87.69337244,"(41.77845723, -87.693372444)"
143,05-04-2016 19:00,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.93657554,-87.70876307,"(41.936575544, -87.708763071)"
144,05-04-2016 19:25,THEFT,STREET,FALSE,14,2016,05-11-2016 15:50,41.92901571,-87.71087639,"(41.929015709, -87.710876389)"
145,05-04-2016 10:25,THEFT,APARTMENT,FALSE,14,2016,05-11-2016 15:50,41.92902698,-87.70941367,"(41.92902698, -87.70941367)"
146,05-04-2016 16:00,THEFT,STREET,FALSE,6,2016,05-11-2016 15:50,41.74757768,-87.60825544,"(41.747577677, -87.608255439)"
147,05-04-2016 18:00,THEFT,OTHER,FALSE,20,2016,05-11-2016 15:50,41.98072218,-87.67067782,"(41.980722183, -87.670677817)"
148,05-05-2016 00:55,THEFT,OTHER,FALSE,1,2016,05-12-2016 15:50,41.8740798,-87.63066067,"(41.874079802, -87.630660674)"
149,02/13/2016 03:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),TRUE,1,2016,05-12-2016 15:48,41.88320837,-87.63445694,"(41.883208368, -87.634456935)"
150,04/25/2016 12:30:00 AM,THEFT,STREET,FALSE,22,2016,05-12-2016 15:48,41.70801561,-87.64529363,"(41.708015607, -87.645293629)"
151,05-02-2016 11:00,THEFT,APARTMENT,FALSE,12,2016,05-12-2016 15:48,41.8774702,-87.67822288,"(41.877470199, -87.678222877)"
152,09-08-2015 20:00,THEFT,OTHER,FALSE,1,2015,05-12-2016 15:48,41.88151647,-87.63874243,"(41.881516473, -87.638742433)"
153,05-03-2016 12:35,THEFT,RESTAURANT,FALSE,1,2016,05-12-2016 15:48,41.87988689,-87.62935957,"(41.879886887, -87.629359567)"
154,12-09-2015 12:00,THEFT,APARTMENT,FALSE,19,2015,05-12-2016 15:48,41.92763776,-87.6682325,"(41.927637759, -87.668232503)"
155,05-02-2016 09:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,24,2016,05-12-2016 15:48,42.00357011,-87.69980067,"(42.003570105, -87.699800669)"
156,04/29/2016 12:00:00 PM,THEFT,RESIDENCE,FALSE,11,2016,05-12-2016 15:48,41.89260283,-87.71500571,"(41.892602831, -87.715005706)"
157,04-12-2016 09:00,THEFT,RESIDENCE,FALSE,18,2016,05-12-2016 15:48,41.90062965,-87.62831264,"(41.900629649, -87.628312638)"
158,04/25/2016 04:00:00 PM,THEFT,RESIDENCE,FALSE,20,2016,05-12-2016 15:48,41.97467824,-87.65496392,"(41.974678235, -87.654963918)"
159,05-04-2016 12:44,THEFT,SIDEWALK,FALSE,6,2016,05-12-2016 15:48,41.75144452,-87.67195284,"(41.751444519, -87.671952841)"
160,04/30/2016 10:00:00 AM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,18,2016,05-12-2016 15:48,41.91525907,-87.63413676,"(41.915259074, -87.634136763)"
161,04/16/2016 10:00:00 AM,THEFT,RESIDENCE,FALSE,19,2016,05-12-2016 15:48,41.93694608,-87.66964269,"(41.936946083, -87.669642685)"
162,05-02-2016 07:00,THEFT,STREET,FALSE,8,2016,05-12-2016 15:48,41.79963938,-87.75638939,"(41.799639378, -87.756389388)"
163,05-04-2016 09:00,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,8,2016,05-12-2016 15:48,41.74517565,-87.7010465,"(41.745175646, -87.701046502)"
164,05-04-2016 10:00,THEFT,APARTMENT,FALSE,18,2016,05-12-2016 15:48,41.88939315,-87.63253485,"(41.889393149, -87.632534851)"
165,05-02-2016 22:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,12,2016,05-12-2016 15:48,41.89758593,-87.68555452,"(41.897585925, -87.685554515)"
166,04/25/2016 02:30:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,1,2016,05-12-2016 15:48,41.87388928,-87.63361483,"(41.873889276, -87.633614833)"
167,05-02-2016 19:30,THEFT,OTHER,FALSE,18,2016,05-12-2016 15:48,41.90936893,-87.64945819,"(41.909368929, -87.649458193)"
168,05-04-2016 23:00,THEFT,STREET,FALSE,19,2016,05-12-2016 15:48,41.92994427,-87.65254592,"(41.929944271, -87.652545916)"
169,05-04-2016 11:00,THEFT,SMALL RETAIL STORE,FALSE,18,2016,05-12-2016 15:48,41.89275303,-87.6241939,"(41.892753031, -87.624193896)"
170,04/30/2016 08:15:00 PM,THEFT,BAR OR TAVERN,FALSE,18,2016,05-12-2016 15:48,41.8902762,-87.63108919,"(41.890276195, -87.631089185)"
171,04/17/2016 06:00:00 PM,THEFT,SMALL RETAIL STORE,FALSE,1,2016,05-12-2016 15:48,41.88233367,-87.62784179,"(41.88233367, -87.627841791)"
172,05-04-2016 12:00,THEFT,STREET,FALSE,14,2016,05-12-2016 15:48,41.91626794,-87.69819581,"(41.916267937, -87.698195809)"
173,04/28/2016 12:00:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,24,2016,05-12-2016 15:48,41.99961445,-87.68580101,"(41.999614447, -87.68580101)"
174,04/27/2016 08:30:00 PM,THEFT,STREET,FALSE,6,2016,05-12-2016 15:48,41.75039031,-87.61652063,"(41.750390308, -87.61652063)"
175,05-03-2016 08:30,THEFT,RESIDENCE,FALSE,18,2016,05-12-2016 15:48,41.89155712,-87.63593787,"(41.891557116, -87.635937868)"
176,05-02-2016 18:00,THEFT,APARTMENT,FALSE,6,2016,05-12-2016 15:48,41.751618,-87.64770869,"(41.751617999, -87.647708692)"
